cod_transacao,num_conta,data_transacao,nome_transacao,valor_transacao,hora_transacao
4960,800,20150330,Saque,-305.0,23:37:58 UTC
13086,800,20151114,Saque,-85.0,03:42:39 UTC
22727,800,20151121,Saque,-280.0,05:30:06 UTC
28564,800,20160204,Saque,-225.0,06:24:15 UTC
54850,800,20221229,Saque,-185.0,21:53:19 UTC
67087,800,20221230,Saque,-50.0,00:00:00.200469 UTC
31569,33,20220910,Saque,-60.0,02:20:44 UTC
42251,33,20221230,Saque,-135.0,00:00:00.591744 UTC
55700,33,20221230,Saque,-210.0,00:00:00.015596 UTC
32461,289,20221229,Saque,-85.0,23:59:59.849573 UTC
54549,289,20221229,Saque,-60.0,23:59:59.158581 UTC
16271,545,20200829,Saque,-100.0,13:16:13 UTC
23930,545,20200912,Saque,-40.0,05:21:05 UTC
27628,545,20200912,Saque,-150.0,11:28:42 UTC
13581,801,20210228,Saque,-110.0,14:23:35 UTC
43907,801,20221210,Saque,-25.0,08:58:12 UTC
60728,801,20221229,Saque,-40.0,23:59:58 UTC
65110,801,20221229,Saque,-290.0,23:59:59.64413 UTC
21492,34,20221230,Saque,-50.0,00:00:00.97859 UTC
22413,34,20221230,Saque,-125.0,00:00:00.369093 UTC
29138,34,20221230,Saque,-20.0,00:00:00.661698 UTC
34974,34,20221230,Saque,-175.0,00:00:00.172466 UTC
31856,290,20220302,Saque,-135.0,08:43:52 UTC
69965,290,20221229,Saque,-1280.0,23:59:58 UTC
16243,546,20220222,Saque,-290.0,01:26:42 UTC
27647,546,20221229,Saque,-490.0,17:01:39 UTC
52098,546,20221230,Saque,-495.0,00:00:00.134905 UTC
7370,802,20160106,Saque,-335.0,07:32:44 UTC
11969,802,20160525,Saque,-165.0,16:47:11 UTC
21000,802,20161001,Saque,-430.0,19:55:06 UTC
55631,802,20170615,Saque,-570.0,19:16:44 UTC
18187,35,20160412,Saque,-350.0,07:10:29 UTC
28053,35,20170108,Saque,-105.0,10:04:56 UTC
28896,35,20170109,Saque,-355.0,21:46:43 UTC
30980,35,20170223,Saque,-80.0,00:46:15 UTC
32015,35,20170305,Saque,-120.0,17:39:18 UTC
46599,35,20170417,Saque,-120.0,13:42:02 UTC
50351,35,20170506,Saque,-105.0,19:37:53 UTC
67970,291,20220906,Saque,-165.0,14:04:56 UTC
38530,547,20160103,Saque,-90.0,07:00:55 UTC
54014,547,20160823,Saque,-190.0,12:13:43 UTC
55485,547,20160907,Saque,-245.0,03:37:19 UTC
69582,547,20180110,Saque,-770.0,02:06:00 UTC
47915,803,20221229,Saque,-845.0,23:59:59.603739 UTC
54939,803,20221229,Saque,-145.0,23:59:59.892836 UTC
64917,803,20221229,Saque,-220.0,23:59:59.979766 UTC
16301,36,20160904,Saque,-50.0,23:07:12 UTC
48750,36,20221218,Saque,-360.0,18:34:56 UTC
28130,292,20201201,Saque,-295.0,21:54:52 UTC
50760,292,20220511,Saque,-885.0,15:18:53 UTC
60412,292,20221103,Saque,-135.0,11:51:00 UTC
18951,548,20221229,Saque,-185.0,23:59:15 UTC
58312,548,20221229,Saque,-340.0,23:59:59.762487 UTC
61548,548,20221229,Saque,-295.0,23:59:59.025863 UTC
14490,804,20131024,Saque,-95.0,22:09:16 UTC
17915,804,20131118,Saque,-680.0,11:15:17 UTC
45181,804,20140925,Saque,-160.0,05:39:32 UTC
57493,804,20151019,Saque,-155.0,06:18:50 UTC
69514,37,20221230,Saque,-525.0,00:00:00.15621 UTC
3437,293,20181113,Saque,-65.0,11:18:11 UTC
29736,293,20201107,Saque,-295.0,10:52:09 UTC
39687,549,20201201,Saque,-175.0,17:58:54 UTC
62193,805,20221230,Saque,-385.0,00:00:00.502659 UTC
64211,805,20221230,Saque,-810.0,00:00:00.767552 UTC
69255,805,20221230,Saque,-445.0,00:00:00.724802 UTC
34343,38,20221205,Saque,-80.0,20:21:14 UTC
1567,294,20210513,Saque,-95.0,20:07:46 UTC
12404,294,20220527,Saque,-40.0,19:04:55 UTC
49443,294,20221229,Saque,-180.0,23:59:47 UTC
13839,550,20220410,Saque,-50.0,11:47:01 UTC
24862,550,20220719,Saque,-160.0,11:19:30 UTC
41548,550,20221230,Saque,-170.0,00:00:00 UTC
53947,295,20221117,Saque,-650.0,18:51:21 UTC
19060,551,20180810,Saque,-225.0,03:14:00 UTC
25574,551,20190223,Saque,-915.0,10:10:45 UTC
10808,807,20221229,Saque,-140.0,21:19:57 UTC
24402,807,20221229,Saque,-45.0,23:59:43 UTC
27353,807,20221229,Saque,-190.0,23:59:53 UTC
5223,40,20151011,Saque,-65.0,22:45:07 UTC
31042,40,20220613,Saque,-95.0,01:50:30 UTC
20644,296,20170116,Saque,-175.0,16:26:58 UTC
40533,296,20181213,Saque,-25.0,16:17:35 UTC
46346,552,20221229,Saque,-285.0,23:59:58 UTC
49451,552,20221229,Saque,-90.0,23:59:59.853124 UTC
14941,808,20170421,Saque,-200.0,09:44:47 UTC
14748,41,20201122,Saque,-925.0,07:54:13 UTC
54732,41,20221230,Saque,-100.0,00:00:00.417313 UTC
7306,297,20180910,Saque,-180.0,08:11:07 UTC
8694,297,20180920,Saque,-100.0,20:04:58 UTC
20940,297,20190116,Saque,-200.0,07:26:27 UTC
27168,297,20190801,Saque,-285.0,07:44:55 UTC
52645,297,20200205,Saque,-230.0,04:52:40 UTC
53554,297,20200206,Saque,-340.0,09:30:52 UTC
55376,297,20200215,Saque,-200.0,22:56:47 UTC
58324,297,20200217,Saque,-605.0,23:38:12 UTC
1896,553,20171118,Saque,-160.0,19:37:05 UTC
13851,553,20180330,Saque,-295.0,07:19:51 UTC
51457,553,20210107,Saque,-235.0,10:12:56 UTC
1343,809,20210527,Saque,-105.0,07:00:18 UTC
50967,809,20221107,Saque,-65.0,12:37:44 UTC
68839,42,20210926,Saque,-580.0,04:49:58 UTC
2897,298,20120522,Saque,-165.0,08:40:21 UTC
23855,298,20130612,Saque,-225.0,07:50:41 UTC
11005,554,20221213,Saque,-320.0,14:24:58 UTC
43262,554,20221229,Saque,-65.0,23:59:59.208789 UTC
